	SRR2921689	SRR2921690	SRR2921691	SRR2921692	SRR2921693	SRR2921694	SRR2921695	SRR2921696	SRR2921697	SRR2921698	SRR2921699	SRR2921700	SRR2921701	SRR2921702	SRR2921703	SRR2921704	SRR2921705	SRR2921706	SRR2921707	SRR2921708	SRR2921709	SRR2921710	SRR2921711	SRR2921712
RE3535R_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RE3536C_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RE3536C_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RE3537C_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RE3537C_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RE3550X_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RE3551X_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RE3551X_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RE3552X_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RE3552X_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RE3554C_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RE3554C_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RE3554M_pos	5.296946611270317	3.4001794035110606	5.890195756185554	0.0	0.0	2.4672496405888777	0.0	0.0	0.0	0.0	0.0	1.2670775263448373	0.0	3.4098544361742236	0.0	0.0	0.0	2.812818007787357	0.0	0.0	0.0	3.280807397402017	0.0	0.0
RE3554M_neg	5.296946611270317	3.4001794035110606	5.890195756185554	0.0	0.0	2.4672496405888777	0.0	0.0	0.0	0.0	0.0	1.2670775263448373	0.0	3.4098544361742236	0.0	0.0	0.0	2.812818007787357	0.0	0.0	0.0	3.280807397402017	0.0	0.0
RE3554R_pos	3.6576427097393838	6.439204845714009	4.6538529963380935	3.716188177181537	6.4180773869596335	5.995786635770722	7.146636091166606	4.521924213791605	5.000067872988337	6.307574206098072	6.157635571062554	4.000886943208183	0.9817573963408348	0.0	7.054909483346637	5.706249788212039	0.0	3.673418638599485	1.0975589015543192	0.0	2.5063016742229416	6.375392846542111	0.0	2.4218413205825553
RE3554R_neg	3.6576427097393838	6.439204845714009	4.6538529963380935	3.716188177181537	6.4180773869596335	5.995786635770722	7.146636091166606	4.521924213791605	5.000067872988337	6.307574206098072	6.157635571062554	4.000886943208183	0.9817573963408348	0.0	7.054909483346637	5.706249788212039	0.0	3.673418638599485	1.0975589015543192	0.0	2.5063016742229416	6.375392846542111	0.0	2.4218413205825553
RE3556C_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RE3556C_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RE3557C_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RE3557C_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RE3557M_pos	5.296946611270317	3.4001794035110606	5.890195756185554	0.0	0.0	2.4672496405888777	0.0	0.0	0.0	0.0	0.0	1.2670775263448373	0.0	3.4098544361742236	0.0	0.0	0.0	2.812818007787357	0.0	0.0	0.0	3.280807397402017	0.0	0.0
RE3557M_neg	5.296946611270317	3.4001794035110606	5.890195756185554	0.0	0.0	2.4672496405888777	0.0	0.0	0.0	0.0	0.0	1.2670775263448373	0.0	3.4098544361742236	0.0	0.0	0.0	2.812818007787357	0.0	0.0	0.0	3.280807397402017	0.0	0.0
RE3557R_pos	3.6576427097393838	6.439204845714009	4.6538529963380935	3.716188177181537	6.4180773869596335	5.995786635770722	7.146636091166606	4.521924213791605	5.000067872988337	6.307574206098072	6.157635571062554	4.000886943208183	0.9817573963408348	0.0	7.054909483346637	5.706249788212039	0.0	3.673418638599485	1.0975589015543192	0.0	2.5063016742229416	6.375392846542111	0.0	2.4218413205825553
RE3557R_neg	3.6576427097393838	6.439204845714009	4.6538529963380935	3.716188177181537	6.4180773869596335	5.995786635770722	7.146636091166606	4.521924213791605	5.000067872988337	6.307574206098072	6.157635571062554	4.000886943208183	0.9817573963408348	0.0	7.054909483346637	5.706249788212039	0.0	3.673418638599485	1.0975589015543192	0.0	2.5063016742229416	6.375392846542111	0.0	2.4218413205825553
RE3559M_pos	6.871298503023315	7.281598824001332	5.902356478136574	6.784147115708383	6.933906943406681	7.339678791328381	6.598533435986782	6.128114142630029	7.210798888386592	7.606248892539196	5.613472754147106	7.0250348195429195	6.641426658185038	7.157309389985249	7.095357322239395	6.179897600810059	6.993652810311597	6.006360997060664	8.590282708878629	6.636035030490643	3.2600431709519913	7.554462954243946	7.513034297011298	7.625171592723579
RE3559M_neg	6.871298503023315	7.281598824001332	5.902356478136574	6.784147115708383	6.933906943406681	7.339678791328381	6.598533435986782	6.128114142630029	7.210798888386592	7.606248892539196	5.613472754147106	7.0250348195429195	6.641426658185038	7.157309389985249	7.095357322239395	6.179897600810059	6.993652810311597	6.006360997060664	8.590282708878629	6.636035030490643	3.2600431709519913	7.554462954243946	7.513034297011298	7.625171592723579
RE3559X_pos	3.042914191377589	1.3455796540174665	0.0	0.0	4.046313138967225	0.0	6.981662866665305	0.0	3.214973614366092	3.822345105623492	0.5335143693467769	0.0	5.4971482089056	1.435653177378394	0.0	3.782631472238769	1.0646756147614298	3.608444825172076	0.0	0.0	0.0	4.816568869334406	0.0	2.5984455802809956
RE3559X_neg	3.042914191377589	1.3455796540174665	0.0	0.0	4.046313138967225	0.0	6.981662866665305	0.0	3.214973614366092	3.822345105623492	0.5335143693467769	0.0	5.4971482089056	1.435653177378394	0.0	3.782631472238769	1.0646756147614298	3.608444825172076	0.0	0.0	0.0	4.816568869334406	0.0	2.5984455802809956
RE3560C_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RE3560C_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RE3560M_pos	1.1120021958725075	0.6976852514941313	2.0913071794947897	0.0	3.3076854864599596	4.160871493053327	2.408384842519577	3.685342032644685	3.4849126376206465	3.5449311586904404	0.0	0.0	3.360264846846965	3.4585734398344385	0.9696015269570898	0.6109133506612194	0.3936189711030946	0.3751910134279142	2.142015977195922	2.697001527624145	2.6740944251823944	2.502645068171657	4.038810289266972	3.0112179749176273
RE3560M_neg	1.1120021958725075	0.6976852514941313	2.0913071794947897	0.0	3.3076854864599596	4.160871493053327	2.408384842519577	3.685342032644685	3.4849126376206465	3.5449311586904404	0.0	0.0	3.360264846846965	3.4585734398344385	0.9696015269570898	0.6109133506612194	0.3936189711030946	0.3751910134279142	2.142015977195922	2.697001527624145	2.6740944251823944	2.502645068171657	4.038810289266972	3.0112179749176273
RE3560X_pos	2.668637291190144	0.0	0.0	2.3957876513759286	0.5484819275507387	4.8521938286674455	0.0	5.781407486097032	2.0370947723423045	0.0	3.241377269393998	6.014463120426479	0.0	2.205576420641262	0.0	3.6924016370217827	5.1296008454981905	0.0	0.0	0.0	0.0	0.0	0.0	3.4590528127837494
RE3560X_neg	2.668637291190144	0.0	0.0	2.3957876513759286	0.5484819275507387	4.8521938286674455	0.0	5.781407486097032	2.0370947723423045	0.0	3.241377269393998	6.014463120426479	0.0	2.205576420641262	0.0	3.6924016370217827	5.1296008454981905	0.0	0.0	0.0	0.0	0.0	0.0	3.4590528127837494
RE3561M_pos	2.018307716281849	0.0	0.0	0.0	0.0	0.0	0.0	0.3684296069652814	0.0	0.1918533743441045	0.0	3.938984445530091	0.0	2.184634533765716	0.0	0.0	0.0	0.0	0.0	0.0	4.753359906024378	0.6214382543719947	0.0	0.0
RE3561X_pos	3.9675658348584086	1.3455796540174665	0.0	2.010367010161517	4.046313138967225	0.1470795841469679	6.981662866665305	0.3684296069652814	3.214973614366092	3.9350983359790064	0.5335143693467769	4.276141393384431	5.4971482089056	2.644124439069965	0.0	3.804952819076621	1.0646756147614298	3.608444825172076	0.0	5.319404346594548	4.753359906024378	6.271710998359158	0.0	3.292916843330974
RE3562C_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RE3562C_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RE3562M_pos	7.113831497301725	7.235337254980503	7.99034880494454	7.1042122817130515	5.963047317837208	7.032665468367927	5.907869336538752	6.603016631398328	6.191353910253689	6.507782891272794	6.81939681491954	6.854574619869108	7.379144652192517	6.771866550886613	8.039267678786262	6.845154762018596	7.2218209883830164	6.197051017375668	7.434651148498745	7.670028638757722	5.796630513031842	6.896573902494363	6.282024361402739	7.511427116415838
RE3562M_neg	7.113831497301725	7.235337254980503	7.99034880494454	7.1042122817130515	5.963047317837208	7.032665468367927	5.907869336538752	6.603016631398328	6.191353910253689	6.507782891272794	6.81939681491954	6.854574619869108	7.379144652192517	6.771866550886613	8.039267678786262	6.845154762018596	7.2218209883830164	6.197051017375668	7.434651148498745	7.670028638757722	5.796630513031842	6.896573902494363	6.282024361402739	7.511427116415838
RE3562R_pos	7.113831497301725	7.235337254980503	7.99034880494454	7.1042122817130515	5.963047317837208	7.032665468367927	5.907869336538752	6.603016631398328	6.191353910253689	6.507782891272794	6.81939681491954	6.854574619869108	7.379144652192517	6.771866550886613	8.039267678786262	6.845154762018596	7.2218209883830164	6.197051017375668	7.434651148498745	7.670028638757722	5.796630513031842	6.896573902494363	6.282024361402739	7.511427116415838
RE3562R_neg	7.113831497301725	7.235337254980503	7.99034880494454	7.1042122817130515	5.963047317837208	7.032665468367927	5.907869336538752	6.603016631398328	6.191353910253689	6.507782891272794	6.81939681491954	6.854574619869108	7.379144652192517	6.771866550886613	8.039267678786262	6.845154762018596	7.2218209883830164	6.197051017375668	7.434651148498745	7.670028638757722	5.796630513031842	6.896573902494363	6.282024361402739	7.511427116415838
RE3562X_pos	7.113831497301725	7.235337254980503	7.99034880494454	7.1042122817130515	5.963047317837208	7.032665468367927	5.907869336538752	6.603016631398328	6.191353910253689	6.507782891272794	6.81939681491954	6.854574619869108	7.379144652192517	6.771866550886613	8.039267678786262	6.845154762018596	7.2218209883830164	6.197051017375668	7.434651148498745	7.670028638757722	5.796630513031842	6.896573902494363	6.282024361402739	7.511427116415838
RE3562X_neg	7.113831497301725	7.235337254980503	7.99034880494454	7.1042122817130515	5.963047317837208	7.032665468367927	5.907869336538752	6.603016631398328	6.191353910253689	6.507782891272794	6.81939681491954	6.854574619869108	7.379144652192517	6.771866550886613	8.039267678786262	6.845154762018596	7.2218209883830164	6.197051017375668	7.434651148498745	7.670028638757722	5.796630513031842	6.896573902494363	6.282024361402739	7.511427116415838
RE3563M_pos	6.946047686399513	7.397070703116239	8.054533066684565	7.2082014641110375	7.143887415208653	7.744093628067654	7.253048887788922	7.979560282025997	7.6460937261287585	7.71171554390174	6.308248505382424	7.190094526087652	6.744828377012566	7.37455819496481	7.965503647859138	6.892679298004111	7.863440378381157	7.220961249449989	8.613538183503424	6.977557576806356	3.8155022365821307	7.836336411196854	7.6724382507495035	8.073267644829976
RE3563M_neg	6.946047686399513	7.397070703116239	8.054533066684565	7.2082014641110375	7.143887415208653	7.744093628067654	7.253048887788922	7.979560282025997	7.6460937261287585	7.71171554390174	6.308248505382424	7.190094526087652	6.744828377012566	7.37455819496481	7.965503647859138	6.892679298004111	7.863440378381157	7.220961249449989	8.613538183503424	6.977557576806356	3.8155022365821307	7.836336411196854	7.6724382507495035	8.073267644829976
RE3563X_pos	0.0	0.0	0.0	0.0	0.0	0.0	4.344542819914984	4.58678682653671	0.0	0.0	0.0	0.3378770862692098	0.0	1.603219090326893	0.0	1.671132067055278	0.0	0.0	0.0	0.0	0.0	0.30622841091493525	0.0	0.0
RE3563X_neg	0.0	0.0	0.0	0.0	0.0	0.0	4.344542819914984	4.58678682653671	0.0	0.0	0.0	0.3378770862692098	0.0	1.603219090326893	0.0	1.671132067055278	0.0	0.0	0.0	0.0	0.0	0.30622841091493525	0.0	0.0
RE3564C_pos	7.279205840918745	6.3292863908282975	8.504286066299061	6.519916370480882	9.116343830310434	6.176219368127831	5.020594243729995	8.560027949301807	0.0	8.888720378456046	8.781438919052517	9.260732547180302	9.714141524249001	7.851757441693118	9.70985004755073	8.785860713027555	6.9034684575180165	3.871986765894617	6.558329369361283	9.029677784429065	9.015942894443645	7.2656883909227	9.790642048512881	8.023175901828074
RE3564C_neg	7.279205840918745	6.3292863908282975	8.504286066299061	6.519916370480882	9.116343830310434	6.176219368127831	5.020594243729995	8.560027949301807	0.0	8.888720378456046	8.781438919052517	9.260732547180302	9.714141524249001	7.851757441693118	9.70985004755073	8.785860713027555	6.9034684575180165	3.871986765894617	6.558329369361283	9.029677784429065	9.015942894443645	7.2656883909227	9.790642048512881	8.023175901828074
RE3564M_pos	7.793994447872577	6.632244297546721	8.972049099939268	7.645922595493731	9.390532054358841	6.820091119082246	6.6353867150000205	8.788166139539152	6.837499247186246	9.037382269927207	8.891488666465303	9.435060798566548	9.735708569573184	8.109307106104527	9.762249856618821	9.078124525652393	7.535536934179355	6.587934742273286	6.814276032753472	9.151672613536649	9.091765590935589	8.122737765257307	9.825139321161508	8.144342677796077
RE3564M_neg	7.793994447872577	6.632244297546721	8.972049099939268	7.645922595493731	9.390532054358841	6.820091119082246	6.6353867150000205	8.788166139539152	6.837499247186246	9.037382269927207	8.891488666465303	9.435060798566548	9.735708569573184	8.109307106104527	9.762249856618821	9.078124525652393	7.535536934179355	6.587934742273286	6.814276032753472	9.151672613536649	9.091765590935589	8.122737765257307	9.825139321161508	8.144342677796077
RE3564X_pos	4.63795729360858	2.80221684719648	1.7597210227544795	4.270291295148964	4.756221040589184	0.0	4.623868040200457	5.306109052914988	2.6199555657066993	1.4677414115428924	3.6200533950079032	4.8606367232762	1.0792494931037857	3.6415267840847676	4.770202893042823	6.214531982827428	5.673065109457597	1.184089452112303	3.8990471368367894	0.0	1.959731698870406	0.30622841091493525	3.3912738476729074	0.0
RE3564X_neg	4.63795729360858	2.80221684719648	1.7597210227544795	4.270291295148964	4.756221040589184	0.0	4.623868040200457	5.306109052914988	2.6199555657066993	1.4677414115428924	3.6200533950079032	4.8606367232762	1.0792494931037857	3.6415267840847676	4.770202893042823	6.214531982827428	5.673065109457597	1.184089452112303	3.8990471368367894	0.0	1.959731698870406	0.30622841091493525	3.3912738476729074	0.0
RE3565C_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RE3565C_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RE3566C_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RE3566C_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RE3567C_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RE3567C_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RE3568C_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RE3568C_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RE3570C_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RE3570C_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RE3571C_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RE3571R_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RE3572X_pos	4.63795729360858	2.80221684719648	1.7597210227544795	4.270291295148964	4.756221040589184	0.0	4.623868040200457	5.306109052914988	2.6199555657066993	1.4677414115428924	3.6200533950079032	4.8606367232762	1.0792494931037857	3.6415267840847676	4.770202893042823	6.214531982827428	5.673065109457597	1.184089452112303	3.8990471368367894	0.0	1.959731698870406	0.30622841091493525	3.3912738476729074	0.0
RE3572X_neg	4.63795729360858	2.80221684719648	1.7597210227544795	4.270291295148964	4.756221040589184	0.0	4.623868040200457	5.306109052914988	2.6199555657066993	1.4677414115428924	3.6200533950079032	4.8606367232762	1.0792494931037857	3.6415267840847676	4.770202893042823	6.214531982827428	5.673065109457597	1.184089452112303	3.8990471368367894	0.0	1.959731698870406	0.30622841091493525	3.3912738476729074	0.0
RE3573X_pos	4.63795729360858	2.80221684719648	1.7597210227544795	4.270291295148964	4.756221040589184	0.0	4.623868040200457	5.306109052914988	2.6199555657066993	1.4677414115428924	3.6200533950079032	4.8606367232762	1.0792494931037857	3.6415267840847676	4.770202893042823	6.214531982827428	5.673065109457597	1.184089452112303	3.8990471368367894	0.0	1.959731698870406	0.30622841091493525	3.3912738476729074	0.0
RE3573X_neg	4.63795729360858	2.80221684719648	1.7597210227544795	4.270291295148964	4.756221040589184	0.0	4.623868040200457	5.306109052914988	2.6199555657066993	1.4677414115428924	3.6200533950079032	4.8606367232762	1.0792494931037857	3.6415267840847676	4.770202893042823	6.214531982827428	5.673065109457597	1.184089452112303	3.8990471368367894	0.0	1.959731698870406	0.30622841091493525	3.3912738476729074	0.0
RE3574X_pos	2.668637291190144	0.0	0.0	2.3957876513759286	0.5484819275507387	4.8521938286674455	0.0	5.781407486097032	2.0370947723423045	0.0	3.241377269393998	6.014463120426479	0.0	2.205576420641262	0.0	3.6924016370217827	5.1296008454981905	0.0	0.0	0.0	0.0	0.0	0.0	3.4590528127837494
RE3574X_neg	2.668637291190144	0.0	0.0	2.3957876513759286	0.5484819275507387	4.8521938286674455	0.0	5.781407486097032	2.0370947723423045	0.0	3.241377269393998	6.014463120426479	0.0	2.205576420641262	0.0	3.6924016370217827	5.1296008454981905	0.0	0.0	0.0	0.0	0.0	0.0	3.4590528127837494
RE3575X_pos	3.042914191377589	1.3455796540174665	0.0	0.0	4.046313138967225	0.0	6.981662866665305	0.0	3.214973614366092	3.822345105623492	0.5335143693467769	0.0	5.4971482089056	1.435653177378394	0.0	3.782631472238769	1.0646756147614298	3.608444825172076	0.0	0.0	0.0	4.816568869334406	0.0	2.5984455802809956
RE3575X_neg	3.042914191377589	1.3455796540174665	0.0	0.0	4.046313138967225	0.0	6.981662866665305	0.0	3.214973614366092	3.822345105623492	0.5335143693467769	0.0	5.4971482089056	1.435653177378394	0.0	3.782631472238769	1.0646756147614298	3.608444825172076	0.0	0.0	0.0	4.816568869334406	0.0	2.5984455802809956
RE3576X_pos	3.9675658348584086	1.3455796540174665	0.0	2.010367010161517	4.046313138967225	0.1470795841469679	6.981662866665305	0.3684296069652814	3.214973614366092	3.9350983359790064	0.5335143693467769	4.276141393384431	5.4971482089056	2.644124439069965	0.0	3.804952819076621	1.0646756147614298	3.608444825172076	0.0	5.319404346594548	4.753359906024378	6.271710998359158	0.0	3.292916843330974
RE3577X_pos	7.113831497301725	7.235337254980503	7.99034880494454	7.1042122817130515	5.963047317837208	7.032665468367927	5.907869336538752	6.603016631398328	6.191353910253689	6.507782891272794	6.81939681491954	6.854574619869108	7.379144652192517	6.771866550886613	8.039267678786262	6.845154762018596	7.2218209883830164	6.197051017375668	7.434651148498745	7.670028638757722	5.796630513031842	6.896573902494363	6.282024361402739	7.511427116415838
RE3577X_neg	7.113831497301725	7.235337254980503	7.99034880494454	7.1042122817130515	5.963047317837208	7.032665468367927	5.907869336538752	6.603016631398328	6.191353910253689	6.507782891272794	6.81939681491954	6.854574619869108	7.379144652192517	6.771866550886613	8.039267678786262	6.845154762018596	7.2218209883830164	6.197051017375668	7.434651148498745	7.670028638757722	5.796630513031842	6.896573902494363	6.282024361402739	7.511427116415838
RE3578X_pos	0.0	0.0	0.0	0.0	0.0	0.0	4.344542819914984	4.58678682653671	0.0	0.0	0.0	0.3378770862692098	0.0	1.603219090326893	0.0	1.671132067055278	0.0	0.0	0.0	0.0	0.0	0.30622841091493525	0.0	0.0
RE3578X_neg	0.0	0.0	0.0	0.0	0.0	0.0	4.344542819914984	4.58678682653671	0.0	0.0	0.0	0.3378770862692098	0.0	1.603219090326893	0.0	1.671132067055278	0.0	0.0	0.0	0.0	0.0	0.30622841091493525	0.0	0.0
RE3580X_pos	3.9675658348584086	1.3455796540174665	0.0	2.010367010161517	4.046313138967225	0.1470795841469679	6.981662866665305	0.3684296069652814	3.214973614366092	3.9350983359790064	0.5335143693467769	4.276141393384431	5.4971482089056	2.644124439069965	0.0	3.804952819076621	1.0646756147614298	3.608444825172076	0.0	5.319404346594548	4.753359906024378	6.271710998359158	0.0	3.292916843330974
RE3581X_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RE3581X_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RE3582X_pos	0.0	0.0	0.0	0.0	0.0	0.0	4.344542819914984	4.58678682653671	0.0	0.0	0.0	0.3378770862692098	0.0	1.603219090326893	0.0	1.671132067055278	0.0	0.0	0.0	0.0	0.0	0.30622841091493525	0.0	0.0
RE3582X_neg	0.0	0.0	0.0	0.0	0.0	0.0	4.344542819914984	4.58678682653671	0.0	0.0	0.0	0.3378770862692098	0.0	1.603219090326893	0.0	1.671132067055278	0.0	0.0	0.0	0.0	0.0	0.30622841091493525	0.0	0.0
RE3583X_pos	0.0	0.0	0.0	0.0	0.0	0.0	4.344542819914984	4.58678682653671	0.0	0.0	0.0	0.3378770862692098	0.0	1.603219090326893	0.0	1.671132067055278	0.0	0.0	0.0	0.0	0.0	0.30622841091493525	0.0	0.0
RE3583X_neg	0.0	0.0	0.0	0.0	0.0	0.0	4.344542819914984	4.58678682653671	0.0	0.0	0.0	0.3378770862692098	0.0	1.603219090326893	0.0	1.671132067055278	0.0	0.0	0.0	0.0	0.0	0.30622841091493525	0.0	0.0
RE3586X_pos	2.668637291190144	0.0	0.0	2.3957876513759286	0.5484819275507387	4.8521938286674455	0.0	5.781407486097032	2.0370947723423045	0.0	3.241377269393998	6.014463120426479	0.0	2.205576420641262	0.0	3.6924016370217827	5.1296008454981905	0.0	0.0	0.0	0.0	0.0	0.0	3.4590528127837494
RE3586X_neg	2.668637291190144	0.0	0.0	2.3957876513759286	0.5484819275507387	4.8521938286674455	0.0	5.781407486097032	2.0370947723423045	0.0	3.241377269393998	6.014463120426479	0.0	2.205576420641262	0.0	3.6924016370217827	5.1296008454981905	0.0	0.0	0.0	0.0	0.0	0.0	3.4590528127837494
RE3587C_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RE3587C_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RE3587N_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RE3587N_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RE3596C_pos	4.6293477719757	4.424919964351007	4.398036856626577	5.091378852428397	0.9163870395870279	5.461735799461997	3.0378931711436072	3.9219027192336453	6.864956351270246	0.5340233224431286	3.0664458028932104	4.473653714444031	7.702489320893912	5.625707589196629	0.0	4.171602622950049	5.372161479541354	4.281456778194922	5.776762631020374	0.0	2.0409845145350927	5.061261601256988	7.063071424282928	1.9696584012285079
